id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B|B	B|Ery	B|Gran	B|HSPC	B|Mono	B|NK	B|T	Ery|B	Ery|Ery	Ery|Gran	Ery|HSPC	Ery|Mono	Ery|NK	Ery|T	Gran|B	Gran|Ery	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|NK	Gran|T	HSPC|B	HSPC|Ery	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|NK	HSPC|T	Mono|B	Mono|Ery	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|NK	Mono|T	NK|B	NK|Ery	NK|Gran	NK|HSPC	NK|Mono	NK|NK	NK|T	T|B	T|Ery	T|Gran	T|HSPC	T|Mono	T|NK	T|T
CPI-SS060ED8A2C	UBB_RIPK1	simple:P0CG47	simple:Q13546	UBB	RIPK1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A970441B	UBA52_RIPK1	simple:P62987	simple:Q13546	UBA52	RIPK1	False	False	False	user_curated	False	1.755																																																	
CPI-SS048A2311A	TNF_RIPK1	simple:P01375	simple:Q13546	TNF	RIPK1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0D5C54214	LTA_RIPK1	simple:P01374	simple:Q13546	LTA	RIPK1	False	False	False	user_curated	False	1.755																																																	
CPI-SS08330207B	BTLA_TNFRSF14	simple:Q7Z6A9	simple:Q92956	BTLA	TNFRSF14	False	False	False	user_curated	False	1.755																																																	
CPI-SS0879B8E95	CD160_TNFRSF14	simple:O95971	simple:Q92956	CD160	TNFRSF14	False	False	False	user_curated	False	1.755																																																	
CPI-SS0C28FEC7D	TNFSF13_TNFRSF14	simple:O75888	simple:Q92956	TNFSF13	TNFRSF14	False	False	False	user_curated	False	1.755																																																	
CPI-SS019C98396	TNFSF14_TNFRSF14	simple:O43557	simple:Q92956	TNFSF14	TNFRSF14	False	False	False	user_curated	False	1.755																																																	
CPI-SS0DE1E788C	FCAR_TNFRSF14	simple:P24071	simple:Q92956	FCAR	TNFRSF14	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A1473279	PDGFA_SPARC	simple:P04085	simple:P09486	PDGFA	SPARC	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B84DAE3D	PVR_CD96	simple:P15151	simple:P40200	PVR	CD96	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F1A060D4	PVR_NECTIN3	simple:P15151	simple:Q9NQS3	PVR	NECTIN3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B24A71FE	AFDN_NECTIN3	simple:P55196	simple:Q9NQS3	AFDN	NECTIN3	False	False	False	user_curated	False	1.755																																																	
CPI-SS05CF7B5FB	NCOR1_DLK1	simple:O75376	simple:P80370	NCOR1	DLK1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F8858849	IL7_DLK1	simple:P13232	simple:P80370	IL7	DLK1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A34EE366	NOTCH1_DLK1	simple:P46531	simple:P80370	NOTCH1	DLK1	False	False	False	user_curated	False	1.755																																																	
CPI-SS05F6B490A	SEMA6C_PLXNA1	simple:Q9H3T2	simple:Q9UIW2	SEMA6C	PLXNA1	False	False	False	user_curated	False	1.755																																																	
CPI-SS06C962C30	SEMA3F_PLXNA1	simple:Q13275	simple:Q9UIW2	SEMA3F	PLXNA1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0AAD6D44C	FARP2_PLXNA1	simple:O94887	simple:Q9UIW2	FARP2	PLXNA1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0C6E8B500	TYROBP_PLXNA1	simple:O43914	simple:Q9UIW2	TYROBP	PLXNA1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0297F088C	NOTCH1_PLXNA1	simple:P46531	simple:Q9UIW2	NOTCH1	PLXNA1	False	False	False	user_curated	False	1.755																																																	
CPI-SS03B8034BB	SERPINF1_PLXDC1	simple:P36955	simple:Q8IUK5	SERPINF1	PLXDC1	False	False	False	user_curated	False	1.755																																																	
CPI-SS053F14EC5	SERPINF1_PLXDC2	simple:P36955	simple:Q6UX71	SERPINF1	PLXDC2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0BA8514AF	ADRB2_SLC52A2	simple:P07550	simple:Q9HAB3	ADRB2	SLC52A2	False	False	False	user_curated	False	1.755																																																	
CPI-SS02C54A892	ADRB2_MGLL	simple:P07550	simple:Q99685	ADRB2	MGLL	False	False	False	user_curated	False	1.755																																																	
CPI-SS04DF97688	ADRB2_HNRNPK	simple:P07550	simple:P61978	ADRB2	HNRNPK	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A78191CD	ADRB2_GRK5	simple:P07550	simple:P34947	ADRB2	GRK5	False	False	False	user_curated	False	1.755																																																	
CPI-SS07B2F82C2	ADRB2_ARRB2	simple:P07550	simple:P32121	ADRB2	ARRB2	False	False	False	user_curated	False	1.755																																																	
CPI-SS01D429BB1	ADRB2_SCT	simple:P07550	simple:P09683	ADRB2	SCT	False	False	False	user_curated	False	1.755																																																	
CPI-SS0BFE02463	RET_VEGFB	simple:P07949	simple:P49765	RET	VEGFB	False	False	False	user_curated	False	1.755																																																	
CPI-SS0947A8549	FLT1_VEGFB	simple:P17948	simple:P49765	FLT1	VEGFB	False	False	False	user_curated	False	1.755																																																	
CPI-SS098425155	ADRB2_VEGFB	simple:P07550	simple:P49765	ADRB2	VEGFB	False	False	False	user_curated	False	1.755																																																	
CPI-SS01B99BC78	LDLR_LRPAP1	simple:P01130	simple:P30533	LDLR	LRPAP1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0DFB1444F	LDLR_PF4	simple:P01130	simple:P02776	LDLR	PF4	False	False	False	user_curated	False	1.755																																																	
CPI-SS0D6CBACAC	LDLR_APOC2	simple:P01130	simple:P02655	LDLR	APOC2	False	False	False	user_curated	False	1.755																																																	
CPI-SS073A20D23	ABCA1_APOA1	simple:O95477	simple:P02647	ABCA1	APOA1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0DF7809CA	LDLR_APOA1	simple:P01130	simple:P02647	LDLR	APOA1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0133C99B2	GDF11_ACTR2	simple:O95390	simple:P61160	GDF11	ACTR2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0C6AB4226	INHBA_ACTR2	simple:P08476	simple:P61160	INHBA	ACTR2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0108FD7BB	BMP2_ACTR2	simple:P12643	simple:P61160	BMP2	ACTR2	False	False	False	user_curated	False	1.755																																																	
CPI-SS06D0874B4	IL15_DLK1	simple:P40933	simple:P80370	IL15	DLK1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F6ED0132	ADRB2_ACTR2	simple:P07550	simple:P61160	ADRB2	ACTR2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B87FE6E0	NOTCH1_JAG1	simple:P46531	simple:P78504	NOTCH1	JAG1	False	False	False	user_curated	False	1.755																																																	
CPI-SS02667229C	NOTCH1_PSEN1	simple:P46531	simple:P49768	NOTCH1	PSEN1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F99948CB	BMP1_BMPR2	simple:P13497	simple:Q13873	BMP1	BMPR2	False	False	False	user_curated	False	1.755																																																	
CPI-SS023CB4E4C	TGFBR1_BMPR2	simple:P36897	simple:Q13873	TGFBR1	BMPR2	False	False	False	user_curated	False	1.755																																																	
CPI-SS047A7535A	ACVR1_BMPR2	simple:Q04771	simple:Q13873	ACVR1	BMPR2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0DA14A32F	BMP8B_BMPR2	simple:P34820	simple:Q13873	BMP8B	BMPR2	False	False	False	user_curated	False	1.755																																																	
CPI-SS088438875	BMP6_BMPR2	simple:P22004	simple:Q13873	BMP6	BMPR2	False	False	False	user_curated	False	1.755																																																	
CPI-SS03CB3E8ED	GDF11_BMPR2	simple:O95390	simple:Q13873	GDF11	BMPR2	False	False	False	user_curated	False	1.755																																																	
CPI-SS053180936	BMPR1A_BMPR2	simple:P36894	simple:Q13873	BMPR1A	BMPR2	False	False	False	user_curated	False	1.755																																																	
CPI-SS064DA0CE8	BMP2_BMPR2	simple:P12643	simple:Q13873	BMP2	BMPR2	False	False	False	user_curated	False	1.755																																																	
CPI-SS07EF1AD75	ACVR1_ACVR2B	simple:Q04771	simple:Q13705	ACVR1	ACVR2B	False	False	False	user_curated	False	1.755																																																	
CPI-SS040885963	BMP8B_ACVR2B	simple:P34820	simple:Q13705	BMP8B	ACVR2B	False	False	False	user_curated	False	1.755																																																	
CPI-SS0DA15829F	BMP6_ACVR2B	simple:P22004	simple:Q13705	BMP6	ACVR2B	False	False	False	user_curated	False	1.755																																																	
CPI-SS081E8FDC9	GDF11_ACVR2B	simple:O95390	simple:Q13705	GDF11	ACVR2B	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A1C475D7	ACVR1B_ACVR2B	simple:P36896	simple:Q13705	ACVR1B	ACVR2B	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B780AF90	BMPR1A_ACVR2B	simple:P36894	simple:Q13705	BMPR1A	ACVR2B	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A168FADA	INHBA_ACVR2B	simple:P08476	simple:Q13705	INHBA	ACVR2B	False	False	False	user_curated	False	1.755																																																	
CPI-SS03BA401EB	BMP2_ACVR2B	simple:P12643	simple:Q13705	BMP2	ACVR2B	False	False	False	user_curated	False	1.755																																																	
CPI-SS0BD1872FB	DLK1_ACVR2B	simple:P80370	simple:Q13705	DLK1	ACVR2B	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B98AF327	CD44_ACVR2B	simple:P16070	simple:Q13705	CD44	ACVR2B	False	False	False	user_curated	False	1.755																																																	
CPI-SS04045BAB4	BAMBI_ACVR2B	simple:Q13145	simple:Q13705	BAMBI	ACVR2B	False	False	False	user_curated	False	1.755																																																	
CPI-SS00E93B54C	FGFR1_PTK7	simple:P11362	simple:Q13308	FGFR1	PTK7	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A9FB762A	LGALS9_PTPRK	simple:O00182	simple:Q15262	LGALS9	PTPRK	False	False	False	user_curated	False	1.755																																																	
CPI-SS0DB5CDE9A	LGALS3_PTPRK	simple:P17931	simple:Q15262	LGALS3	PTPRK	False	False	False	user_curated	False	1.755																																																	
CPI-SS05FEE05CB	NOTCH4_JAG2	simple:Q99466	simple:Q9Y219	NOTCH4	JAG2	False	False	False	user_curated	False	1.755																																																	
CPI-SS02770D68F	NOTCH2_JAG2	simple:Q04721	simple:Q9Y219	NOTCH2	JAG2	False	False	False	user_curated	False	1.755																																																	
CPI-SS08C3D27F7	NOTCH1_JAG2	simple:P46531	simple:Q9Y219	NOTCH1	JAG2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B426B1C4	NOTCH2_MAML2	simple:Q04721	simple:Q8IZL2	NOTCH2	MAML2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A045B7B5	NOTCH1_MAML2	simple:P46531	simple:Q8IZL2	NOTCH1	MAML2	False	False	False	user_curated	False	1.755																																																	
CPI-SS01A07768A	CD46_JAG1	simple:P15529	simple:P78504	CD46	JAG1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0BEF78CA9	LDLR_ACTR2	simple:P01130	simple:P61160	LDLR	ACTR2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A855D7F4	LDLR_AVP	simple:P01130	simple:P01185	LDLR	AVP	False	False	False	user_curated	False	1.755																																																	
CPI-SS03E809E78	ERBB2_UBC	simple:P04626	simple:P0CG48	ERBB2	UBC	False	False	False	user_curated	False	1.755																																																	
CPI-SS021A4089C	ABCA1_APOE	simple:O95477	simple:P02649	ABCA1	APOE	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B7FB4EB4	LDLR_APOE	simple:P01130	simple:P02649	LDLR	APOE	False	False	False	user_curated	False	1.755																																																	
CPI-SS0E47E9212	LRP6_APOE	simple:O75581	simple:P02649	LRP6	APOE	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A0EB6095	LRP5_APOE	simple:O75197	simple:P02649	LRP5	APOE	False	False	False	user_curated	False	1.755																																																	
CPI-SS02E251A12	ROR2_FZD2	simple:Q01974	simple:Q14332	ROR2	FZD2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0AD8B6D35	WNT10B_FZD2	simple:O00744	simple:Q14332	WNT10B	FZD2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0210E8B55	RYK_FZD2	simple:P34925	simple:Q14332	RYK	FZD2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0CA86B750	WNT1_FZD2	simple:P04628	simple:Q14332	WNT1	FZD2	False	False	False	user_curated	False	1.755																																																	
CPI-SS063BE49AF	LRP6_FZD2	simple:O75581	simple:Q14332	LRP6	FZD2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0979BEE9E	LRP5_FZD2	simple:O75197	simple:Q14332	LRP5	FZD2	False	False	False	user_curated	False	1.755																																																	
CPI-SS088A79CEF	BAMBI_FZD5	simple:Q13145	simple:Q13467	BAMBI	FZD5	False	False	False	user_curated	False	1.755																																																	
CPI-SS00F9DF28E	ROR2_FZD5	simple:Q01974	simple:Q13467	ROR2	FZD5	False	False	False	user_curated	False	1.755																																																	
CPI-SS09C6F5B5E	WNT10B_FZD5	simple:O00744	simple:Q13467	WNT10B	FZD5	False	False	False	user_curated	False	1.755																																																	
CPI-SS04C952B10	RYK_FZD5	simple:P34925	simple:Q13467	RYK	FZD5	False	False	False	user_curated	False	1.755																																																	
CPI-SS088E72875	WNT1_FZD5	simple:P04628	simple:Q13467	WNT1	FZD5	False	False	False	user_curated	False	1.755																																																	
CPI-SS041A9759A	LRP6_FZD5	simple:O75581	simple:Q13467	LRP6	FZD5	False	False	False	user_curated	False	1.755																																																	
CPI-SS0C6B1B7EA	LRP5_FZD5	simple:O75197	simple:Q13467	LRP5	FZD5	False	False	False	user_curated	False	1.755																																																	
CPI-SS0E70DD97F	GALR3_GAL	simple:O60755	simple:P22466	GALR3	GAL	False	False	False	user_curated	False	1.755																																																	
